buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
10650.0,71.0,300.0,278.46344566345215,62.71064067418771,21300,10650.0,567.3531482219696
10800.0,72.0,300.0,333.68602752685547,69.27343151808476,21600,10800.0,571.6838130950928
10950.0,73.0,300.0,44.01316013932228,68.16810546816804,21900,10950.0,576.0846989154816
11100.0,74.0,300.0,322.5540888309479,63.67899126671168,22200,11100.0,580.7958297729492
11250.0,75.0,300.0,345.78245973587036,68.01180688468288,22500,11250.0,585.2068288326263
11400.0,76.0,300.0,240.07204294204712,65.34214143735957,22800,11400.0,589.7980470657349
11550.0,77.0,300.0,325.87740755081177,65.12133312783631,23100,11550.0,594.4048326015472
11700.0,78.0,300.0,290.22226643562317,68.85914220270242,23400,11700.0,598.7615532875061
11850.0,79.0,300.0,348.3528673648834,64.67291635260703,23700,11850.0,603.4002804756165
12000.0,80.0,300.0,336.06585335731506,65.40521001908995,24000,12000.0,607.9870719909668
12150.0,81.0,300.0,335.4688401222229,67.99008439031736,24300,12150.0,612.3994805812836
12300.0,82.0,300.0,303.2837076187134,65.92034306688957,24600,12300.0,616.9504284858704
12450.0,83.0,300.0,199.78190702199936,69.21128886204195,24900,12450.0,621.2849819660187
12600.0,84.0,300.0,321.95741987228394,67.23576927331106,25200,12600.0,625.7468931674957
12750.0,85.0,300.0,273.7931522130966,66.04252899884588,25500,12750.0,630.2894213199615
12900.0,86.0,300.0,524.5796825885773,67.73837569205143,25800,12900.0,634.7182257175446
13050.0,87.0,300.0,286.4327610731125,67.99607681021975,26100,13050.0,639.1302454471588
13200.0,88.0,300.0,246.50843107700348,67.67773597753275,26400,13200.0,643.563018321991
13350.0,89.0,300.0,288.75139915943146,66.85306456474302,26700,13350.0,648.0504722595215
13500.0,90.0,300.0,261.88693153858185,67.09781343744561,27000,13500.0,652.5215573310852
13650.0,91.0,300.0,279.4758230447769,66.36059957534826,27300,13650.0,657.0423128604889
13800.0,92.0,300.0,506.8912025690079,63.73360695635684,27600,13800.0,661.749406337738
13950.0,93.0,300.0,542.0983692407608,63.25285206606232,27900,13950.0,666.4922761917114
14100.0,94.0,300.0,277.05235838890076,67.04828096127756,28200,14100.0,670.96666431427
14250.0,95.0,300.0,235.60821509361267,63.75038169180399,28500,14250.0,675.6725189685822
14400.0,96.0,300.0,219.90929186344147,61.651717053729925,28800,14400.0,680.5385642051697
14550.0,97.0,300.0,467.0869336128235,61.21815890317387,29100,14550.0,685.4390714168549
14700.0,98.0,300.0,310.46643114089966,61.25502060525622,29400,14700.0,690.3366293907166
14850.0,99.0,300.0,292.1342439651489,64.04416782997674,29700,14850.0,695.0208976268768
15000.0,100.0,300.0,282.0118542611599,65.62127347777451,30000,15000.0,699.5925860404968
15150.0,101.0,300.0,297.1820539236069,3.370527903256242,30300,15150.0,788.5994155406952
15300.0,102.0,300.0,311.5314474105835,67.71294654439039,30600,15300.0,793.0298836231232
15450.0,103.0,300.0,355.4933850765228,69.30829910857547,30900,15450.0,797.3583703041077
15600.0,104.0,300.0,292.5989673137665,66.00626022584864,31200,15600.0,801.9033939838409
15750.0,105.0,300.0,234.1451941728592,67.13971604231577,31500,15750.0,806.3716886043549
15900.0,106.0,300.0,285.60031056404114,66.58228512550978,31800,15900.0,810.8773918151855
16050.0,107.0,300.0,317.69952368736267,69.35153354878408,32100,16050.0,815.2031800746918
16200.0,108.0,300.0,182.70933459699154,67.9153726330925,32400,16200.0,819.6204426288605
16350.0,109.0,300.0,291.60303568840027,67.28033735900667,32700,16350.0,824.0793986320496
16500.0,110.0,300.0,303.5201289653778,69.51245645082925,33000,16500.0,828.3951814174652
16650.0,111.0,300.0,314.8380341529846,66.85018054137709,33300,16650.0,832.8828284740448
16800.0,112.0,300.0,256.8486578464508,66.10167541575713,33600,16800.0,837.4212925434113
16950.0,113.0,300.0,352.525217294693,66.57088955212762,33900,16950.0,841.9277675151825
17100.0,114.0,300.0,203.09415801614523,67.53237664212485,34200,17100.0,846.3700816631317
17250.0,115.0,300.0,321.9681738615036,67.71547548107357,34500,17250.0,850.8003840446472
17400.0,116.0,300.0,331.4775130748749,67.1075791135519,34800,17400.0,855.2708184719086
17550.0,117.0,300.0,263.69990158081055,66.93326324521092,35100,17550.0,859.7528955936432
17700.0,118.0,300.0,291.62007558345795,66.50213399721422,35400,17700.0,864.2640292644501
17850.0,119.0,300.0,267.37669909000397,66.09504705477087,35700,17850.0,868.8029475212097
18000.0,120.0,300.0,302.56950557231903,64.8927506095825,36000,18000.0,873.4259607791901
18150.0,121.0,300.0,302.45703649520874,67.35534504773896,36300,18150.0,877.879950761795
18300.0,122.0,300.0,351.62977170944214,67.59111488893933,36600,18300.0,882.31840467453
18450.0,123.0,300.0,391.1685085296631,64.43639955374037,36900,18450.0,886.9741587638855
18600.0,124.0,300.0,255.19840681552887,68.29709503821907,37200,18600.0,891.3667323589325
18750.0,125.0,300.0,279.8213857412338,65.80808902809407,37500,18750.0,895.9254434108734
18900.0,126.0,300.0,310.9176321029663,66.00807808553726,37800,18900.0,900.4703419208527
19050.0,127.0,300.0,352.7820315361023,66.66747200137331,38100,19050.0,904.9702880382538
19200.0,128.0,300.0,294.7353113889694,65.87497133033978,38400,19200.0,909.5243704319
19350.0,129.0,300.0,263.7448732852936,68.76090056152304,38700,19350.0,913.8873152732849
19500.0,130.0,300.0,293.1233820915222,70.60687547324557,39000,19500.0,918.1361937522888
19650.0,131.0,300.0,298.78948414325714,66.58507913350421,39300,19650.0,922.6417083740234
19800.0,132.0,300.0,246.67569255828857,66.66853874659728,39600,19800.0,927.1415822505951
19950.0,133.0,300.0,279.9134030342102,67.75983180064436,39900,19950.0,931.5689845085144
20100.0,134.0,300.0,264.58230912685394,3.394823917888059,40200,20100.0,1019.9388115406036
20250.0,135.0,300.0,263.8280668258667,68.47826867788724,40500,20250.0,1024.319764137268
20400.0,136.0,300.0,351.2868013381958,67.16601421817796,40800,20400.0,1028.7863092422485
20550.0,137.0,300.0,270.0862783193588,65.81306959523188,41100,20550.0,1033.344675064087
20700.0,138.0,300.0,277.5887577533722,68.81036637087061,41400,20700.0,1037.7044837474823
20850.0,139.0,300.0,274.8432923555374,66.67967449620008,41700,20850.0,1042.2036063671112
21000.0,140.0,300.0,335.60235118865967,66.37089399418592,42000,21000.0,1046.7236604690552
21150.0,141.0,300.0,303.9646518230438,69.08213722071444,42300,21150.0,1051.0663177967072
21300.0,142.0,300.0,305.9461877346039,63.466454770717945,42600,21300.0,1055.7932245731354
21450.0,143.0,300.0,253.90239489078522,68.62383301718957,42900,21450.0,1060.1648843288422
21600.0,144.0,300.0,308.1409442424774,68.43574736867525,43200,21600.0,1064.548558473587
21750.0,145.0,300.0,264.685631275177,65.84208338513666,43500,21750.0,1069.104915380478
21900.0,146.0,300.0,265.6795529127121,70.08573991686792,43800,21900.0,1073.3853874206543
22050.0,147.0,300.0,340.93083357810974,66.43867318565397,44100,22050.0,1077.9008302688599
22200.0,148.0,300.0,283.6955760717392,68.51844369528438,44400,22200.0,1082.2792139053345
22350.0,149.0,300.0,325.8052942752838,69.37431461854887,44700,22350.0,1086.6035814285278
22500.0,150.0,300.0,320.4528648853302,68.1672117698072,45000,22500.0,1091.0045249462128
22650.0,151.0,300.0,270.46700072288513,69.13972828550627,45300,22650.0,1095.343564748764
22800.0,152.0,300.0,308.60014390945435,69.11631891480194,45600,22800.0,1099.6840739250183
22950.0,153.0,300.0,249.0454032421112,66.478200381374,45900,22950.0,1104.1968321800232
23100.0,154.0,300.0,275.5034167766571,71.16724946583184,46200,23100.0,1108.4122550487518
23250.0,155.0,300.0,338.60095381736755,70.81585694230152,46500,23250.0,1112.6485948562622
23400.0,156.0,300.0,279.1750508546829,68.07156290166384,46800,23400.0,1117.0557217597961
23550.0,157.0,300.0,250.65900254249573,70.21152436797189,47100,23550.0,1121.3285250663757
23700.0,158.0,300.0,253.33591508865356,67.25157363262372,47400,23700.0,1125.7893874645233
23850.0,159.0,300.0,260.79988038539886,67.33943422277879,47700,23850.0,1130.2444305419922
24000.0,160.0,300.0,244.72415125370026,70.59943564942397,48000,24000.0,1134.4937567710876
24150.0,161.0,300.0,256.4964156150818,70.15894069127698,48300,24150.0,1138.7697627544403
24300.0,162.0,300.0,279.14812195301056,70.69790835996955,48600,24300.0,1143.0131704807281
24450.0,163.0,300.0,266.62896966934204,67.8511336902081,48900,24450.0,1147.4346151351929
24600.0,164.0,300.0,295.9288104772568,67.0121734751362,49200,24600.0,1151.9114141464233
24750.0,165.0,300.0,272.07765686511993,69.43632518081273,49500,24750.0,1156.2319197654724
24900.0,166.0,300.0,344.3482096195221,71.11043194450103,49800,24900.0,1160.450710773468
25050.0,167.0,300.0,279.6506634950638,3.4006695201086092,50100,25050.0,1248.6686339378357
25200.0,168.0,300.0,246.12384843826294,65.07945743741134,50400,25200.0,1253.2783842086792
25350.0,169.0,300.0,234.05851662158966,66.94354379456728,50700,25350.0,1257.7597727775574
25500.0,170.0,300.0,319.1907203197479,66.4187466547584,51000,25500.0,1262.2765700817108
25650.0,171.0,300.0,286.38381803035736,65.35112439205838,51300,25650.0,1266.867157459259
25800.0,172.0,300.0,243.76142823696136,69.3934403961989,51600,25800.0,1271.1903331279755
25950.0,173.0,300.0,263.41077494621277,65.03465731101028,51900,25950.0,1275.8032586574554
26100.0,174.0,300.0,291.2421200275421,70.06550889698421,52200,26100.0,1280.0849661827087
26250.0,175.0,300.0,260.32773303985596,67.6739832669891,52500,26250.0,1284.5179851055145
26400.0,176.0,300.0,307.5734648704529,67.64344927772923,52800,26400.0,1288.9530048370361
26550.0,177.0,300.0,284.63275480270386,68.1832391171978,53100,26550.0,1293.3529133796692
26700.0,178.0,300.0,253.84468472003937,67.38084182677203,53400,26700.0,1297.8052179813385
26850.0,179.0,300.0,260.63905453681946,68.39971063507426,53700,26850.0,1302.1912019252777
27000.0,180.0,300.0,281.9383636713028,66.40925401983837,54000,27000.0,1306.7086453437805
27150.0,181.0,300.0,326.70339155197144,64.07625611575298,54300,27150.0,1311.3905675411224
27300.0,182.0,300.0,238.9254412651062,68.1073983728264,54600,27300.0,1315.7953758239746
27450.0,183.0,300.0,315.86731719970703,67.00897595317913,54900,27450.0,1320.272388458252
27600.0,184.0,300.0,321.48972272872925,63.926542742226545,55200,27600.0,1324.9652752876282
27750.0,185.0,300.0,257.60021698474884,68.696365563963,55500,27750.0,1329.3323197364807
27900.0,186.0,300.0,267.3912469148636,65.93824043808912,55800,27900.0,1333.882031917572
28050.0,187.0,300.0,298.1194597482681,67.32379386543954,56100,28050.0,1338.338109254837
28200.0,188.0,300.0,349.8363456726074,66.10069618183466,56400,28200.0,1342.876639842987
28350.0,189.0,300.0,253.20239388942719,68.79721743025205,56700,28350.0,1347.237282037735
28500.0,190.0,300.0,333.6086378097534,68.02332973797725,57000,28500.0,1351.6475343704224
28650.0,191.0,300.0,271.6472786664963,68.18787622678613,57300,28650.0,1356.0471441745758
28800.0,192.0,300.0,268.1091401576996,65.74605178691212,57600,28800.0,1360.6101567745209
28950.0,193.0,300.0,268.1127518415451,66.39283760688,57900,28950.0,1365.1287167072296
29100.0,194.0,300.0,300.80487036705017,67.58854803603752,58200,29100.0,1369.5673391819
29250.0,195.0,300.0,317.9615566730499,62.25152830970261,58500,29250.0,1374.3864986896515
29400.0,196.0,300.0,263.14066219329834,64.30508347939593,58800,29400.0,1379.0517599582672
29550.0,197.0,300.0,307.5245499610901,64.3475115165873,59100,29550.0,1383.7139461040497
29700.0,198.0,300.0,288.0844557285309,69.22061324292066,59400,29700.0,1388.0479156970978
29850.0,199.0,300.0,272.18475437164307,67.75995586390509,59700,29850.0,1392.475310087204
30000.0,200.0,300.0,275.0189757347107,63.28778070034608,60000,30000.0,1397.2155623435974
30150.0,201.0,300.0,262.41286838054657,3.397926101819472,60300,30150.0,1485.5047109127045
30300.0,202.0,300.0,264.075008392334,65.09453698697148,60600,30300.0,1490.1133935451508
30450.0,203.0,300.0,321.6762857437134,61.7303133231461,60900,30450.0,1494.9732429981232
30600.0,204.0,300.0,283.69993698596954,64.53541535828484,61200,30600.0,1499.6218538284302
30750.0,205.0,300.0,284.8488541841507,63.44801184922473,61500,30750.0,1504.350135087967
30900.0,206.0,300.0,246.55751204490662,64.0529930615814,61800,30900.0,1509.033757686615
31050.0,207.0,300.0,257.24377369880676,66.2266438656925,62100,31050.0,1513.563657283783
31200.0,208.0,300.0,251.20210361480713,59.90632780545252,62400,31200.0,1518.5714766979218
31350.0,209.0,300.0,339.05200242996216,61.620003825628515,62700,31350.0,1523.4400260448456
31500.0,210.0,300.0,326.5116193294525,62.43467460405829,63000,31500.0,1528.2450487613678
31650.0,211.0,300.0,305.3675310611725,60.255055500595255,63300,31650.0,1533.223884344101
31800.0,212.0,300.0,339.62885308265686,62.78352450600352,63600,31800.0,1538.0022084712982
31950.0,213.0,300.0,289.0620082616806,61.02759588924396,63900,31950.0,1542.9180178642273
32100.0,214.0,300.0,351.3291611671448,58.42041206665963,64200,32100.0,1548.0532100200653
32250.0,215.0,300.0,255.7326295375824,65.1393657235741,64500,32250.0,1552.6587207317352
32400.0,216.0,300.0,300.8158909082413,62.35676934469629,64800,32400.0,1557.4697468280792
32550.0,217.0,300.0,264.2490838766098,60.94564983638572,65100,32550.0,1562.392166376114
32700.0,218.0,300.0,280.824857711792,58.55037053853921,65400,32700.0,1567.5159602165222
32850.0,219.0,300.0,252.4874278306961,60.73745331768169,65700,32850.0,1572.4552521705627
33000.0,220.0,300.0,309.238258600235,61.12815685683164,66000,33000.0,1577.3629746437073
33150.0,221.0,300.0,47.156187772750854,63.36979274865817,66300,33150.0,1582.0970919132233
33300.0,222.0,300.0,297.35471200942993,62.36596403397157,66600,33300.0,1586.9074084758759
33450.0,223.0,300.0,253.4437940120697,62.38913121473574,66900,33450.0,1591.715939283371
33600.0,224.0,300.0,292.1322832107544,61.099145528567874,67200,33600.0,1596.6259922981262
33750.0,225.0,300.0,276.3021984100342,63.07199400423397,67500,33750.0,1601.3824620246887
33900.0,226.0,300.0,146.0848626717925,60.56600125426361,67800,33900.0,1606.3357365131378
34050.0,227.0,300.0,37.61903402209282,66.4201350223158,68100,34050.0,1610.8524396419525
34200.0,228.0,300.0,293.11831986904144,65.75020182939733,68400,34200.0,1615.4151639938354
34350.0,229.0,300.0,249.75392997264862,61.81578746853614,68700,34350.0,1620.2682938575745
34500.0,230.0,300.0,301.3254075050354,60.616772141776124,69000,34500.0,1625.2174196243286
34650.0,231.0,300.0,42.30728389322758,59.89741347802621,69300,34650.0,1630.22598361969
34800.0,232.0,300.0,308.53361773490906,66.13007192372268,69600,34800.0,1634.762498140335
34950.0,233.0,300.0,257.38794469833374,63.255351368264094,69900,34950.0,1639.5051803588867
35100.0,234.0,300.0,323.68033170700073,3.2891345371744034,70200,35100.0,1730.7145855426788
35250.0,235.0,300.0,273.42124366760254,60.07540248604955,70500,35250.0,1735.7083106040955
35400.0,236.0,300.0,328.13425493240356,61.045949587715,70800,35400.0,1740.6226422786713
35550.0,237.0,300.0,336.6525557041168,61.089205379868716,71100,35550.0,1745.533494234085
35700.0,238.0,300.0,287.5123826265335,60.27477788280045,71400,35700.0,1750.5107009410858
35850.0,239.0,300.0,468.3448483943939,58.26170453557322,71700,35850.0,1755.6598813533783
36000.0,240.0,300.0,278.0169174671173,60.825866647768926,72000,36000.0,1760.591994047165
36150.0,241.0,300.0,282.829248547554,56.19816048552549,72300,36150.0,1765.930247783661
36300.0,242.0,300.0,253.80728948116302,57.22647448114808,72600,36300.0,1771.1725771427155
36450.0,243.0,300.0,263.64092469215393,58.65967189979741,72900,36450.0,1776.2868239879608
36600.0,244.0,300.0,333.45175206661224,56.033220990014144,73200,36600.0,1781.6407911777496
36750.0,245.0,300.0,256.3469235897064,52.60981502898535,73500,36750.0,1787.3431499004364
36900.0,246.0,300.0,300.7168596982956,54.840555081126496,73800,36900.0,1792.813554763794
37050.0,247.0,300.0,278.26233077049255,55.25565878243746,74100,37050.0,1798.2428636550903
37200.0,248.0,300.0,21.559110201895237,56.37223010066073,74400,37200.0,1803.5646331310272
37350.0,249.0,300.0,298.6688959598541,61.822675721609016,74700,37350.0,1808.4172222614288
37500.0,250.0,300.0,296.90389811992645,57.72747769622307,75000,37500.0,1813.6140549182892
37650.0,251.0,300.0,256.627383351326,59.512256214659175,75300,37650.0,1818.6550335884094
37800.0,252.0,300.0,342.51484632492065,60.37846810938449,75600,37800.0,1823.6236927509308
37950.0,253.0,300.0,293.75049221515656,58.964683876464676,75900,37950.0,1828.7114849090576
38100.0,254.0,300.0,282.7835454940796,60.26933294989578,76200,38100.0,1833.6891415119171
38250.0,255.0,300.0,292.68690490722656,57.29699631954271,76500,38250.0,1838.9250190258026
38400.0,256.0,300.0,20.112510204315186,61.180740636869565,76800,38400.0,1843.8285241127014
38550.0,257.0,300.0,18.21944470703602,58.06763424582869,77100,38550.0,1848.9949133396149
38700.0,258.0,300.0,827.0202534198761,57.34728552156634,77400,38700.0,1854.2261991500854
38850.0,259.0,300.0,91.06150871515274,64.71413054211514,77700,38850.0,1858.8619723320007
39000.0,260.0,300.0,271.6606205701828,62.46739961334777,78000,39000.0,1863.664478302002
39150.0,261.0,300.0,754.3585647344589,63.77716529374752,78300,39150.0,1868.3683562278748
39300.0,262.0,300.0,311.60875415802,64.13475906533549,78600,39300.0,1873.0460076332092
39450.0,263.0,300.0,277.38944482803345,64.31332990612734,78900,39450.0,1877.7106709480286
39600.0,264.0,300.0,379.3550583124161,61.03916818113552,79200,39600.0,1882.625548362732
39750.0,265.0,300.0,338.76714062690735,60.5242515248293,79500,39750.0,1887.5822398662567
39900.0,266.0,300.0,309.43095350265503,63.27988744620443,79800,39900.0,1892.3230831623077
40050.0,267.0,300.0,301.3490312099457,3.2294979804088038,80100,40050.0,1985.2167789936066
40200.0,268.0,300.0,344.9780731201172,59.73709607034167,80400,40200.0,1990.2387850284576
40350.0,269.0,300.0,313.8548185825348,62.89065526193494,80700,40350.0,1995.0089690685272
40500.0,270.0,300.0,207.10974717140198,58.22910822350879,81000,40500.0,2000.1610326766968
40650.0,271.0,300.0,258.01925325393677,62.317693594292585,81300,40650.0,2004.9750754833221
40800.0,272.0,300.0,283.8175311088562,64.62743254673208,81600,40800.0,2009.6170675754547
40950.0,273.0,300.0,329.6220850944519,60.78580464968523,81900,40950.0,2014.5524311065674
41100.0,274.0,300.0,272.23536598682404,62.44385509807793,82200,41100.0,2019.3567471504211
41250.0,275.0,300.0,293.17850947380066,58.648380064296,82500,41250.0,2024.4719784259796
41400.0,276.0,300.0,293.29491102695465,58.2126540751641,82800,41400.0,2029.6254978179932
41550.0,277.0,300.0,278.38219678401947,59.73814541077466,83100,41550.0,2034.6474149227142
41700.0,278.0,300.0,280.51677203178406,63.46399957633209,83400,41700.0,2039.3745045661926
41850.0,279.0,300.0,290.2134244441986,62.17378423040838,83700,41850.0,2044.1996901035309
42000.0,280.0,300.0,344.7879707813263,58.48998560586855,84000,42000.0,2049.3287739753723
42150.0,281.0,300.0,169.56702440977097,62.05135736259323,84300,42150.0,2054.163479089737
42300.0,282.0,300.0,336.2368013858795,58.05658524215551,84600,42300.0,2059.3308522701263
42450.0,283.0,300.0,279.9158304929733,61.55441366528302,84900,42450.0,2064.204589366913
42600.0,284.0,300.0,301.68164217472076,63.043297565794234,85200,42600.0,2068.963224172592
42750.0,285.0,300.0,266.9256898164749,59.18283097969835,85500,42750.0,2074.0322625637054
42900.0,286.0,300.0,290.61034524440765,61.402822509808516,85800,42900.0,2078.918032169342
43050.0,287.0,300.0,299.68764865398407,60.91408067650297,86100,43050.0,2083.8430025577545
43200.0,288.0,300.0,259.9182884693146,63.250833053931224,86400,43200.0,2088.586023569107
43350.0,289.0,300.0,263.89401066303253,63.217777749196244,86700,43350.0,2093.331524848938
43500.0,290.0,300.0,251.3924185037613,62.330874987355905,87000,43500.0,2098.144549369812
43650.0,291.0,300.0,277.1847219467163,62.016777225336284,87300,43650.0,2102.9819507598877
43800.0,292.0,300.0,278.6202722787857,58.773318511062406,87600,43800.0,2108.086308479309
43950.0,293.0,300.0,255.35933983325958,61.600404686598225,87900,43950.0,2112.9564068317413
44100.0,294.0,300.0,285.3477498292923,62.93395309764704,88200,44100.0,2117.7233095169067
44250.0,295.0,300.0,304.1200735569,61.316077453034254,88500,44250.0,2122.615990638733
44400.0,296.0,300.0,274.929524064064,64.17681200030623,88800,44400.0,2127.2905769348145
44550.0,297.0,300.0,259.9947415590286,62.087884651025455,89100,44550.0,2132.122437953949
44700.0,298.0,300.0,313.3637180328369,61.04015124364054,89400,44700.0,2137.0372364521027
44850.0,299.0,300.0,269.45852637290955,60.14734026486525,89700,44850.0,2142.024988889694
45000.0,300.0,300.0,279.1981534957886,61.39405338592548,90000,45000.0,2146.911456346512
45150.0,301.0,300.0,259.7571542263031,3.3241186208098137,90300,45150.0,2237.160943508148
45300.0,302.0,300.0,285.8904318809509,62.79364769168727,90600,45300.0,2241.938497543335
45450.0,303.0,300.0,333.6028985977173,59.24495698672099,90900,45450.0,2247.002220392227
45600.0,304.0,300.0,320.971848487854,64.43036817069421,91200,45600.0,2251.6584103107452
45750.0,305.0,300.0,261.86658334732056,63.12268812729331,91500,45750.0,2256.4110600948334
45900.0,306.0,300.0,257.6162325143814,63.182628095351554,91800,45900.0,2261.159201145172
