buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
46050.0,307.0,300.0,327.4486553668976,59.72317736360411,92100,46050.0,2266.1823773384094
46200.0,308.0,300.0,281.24841833114624,58.78499630833434,92400,46200.0,2271.285721063614
46350.0,309.0,300.0,264.4357246160507,61.526449468256764,92700,46350.0,2276.161673307419
46500.0,310.0,300.0,286.3371834754944,60.82431713555729,93000,46500.0,2281.093911409378
46650.0,311.0,300.0,327.97859597206116,61.69766608301172,93300,46650.0,2285.9563324451447
46800.0,312.0,300.0,328.3273391723633,61.99622541202798,93600,46800.0,2290.7953379154205
46950.0,313.0,300.0,300.1555622816086,59.79794777026421,93900,46950.0,2295.81223320961
47100.0,314.0,300.0,255.7774020433426,62.90768419011802,94200,47100.0,2300.5811262130737
47250.0,315.0,300.0,263.568829536438,60.759118132428476,94500,47250.0,2305.518657207489
47400.0,316.0,300.0,251.86670243740082,61.540649612244245,94800,47400.0,2310.393484354019
47550.0,317.0,300.0,303.5320632457733,61.84853858888203,95100,47550.0,2315.2440445423126
47700.0,318.0,300.0,310.97153663635254,59.89481895482691,95400,47700.0,2320.252825021744
47850.0,319.0,300.0,345.0676574707031,62.10804051290948,95700,47850.0,2325.083117723465
48000.0,320.0,300.0,254.51139724254608,62.97194318322571,96000,48000.0,2329.8471443653107
48150.0,321.0,300.0,257.11667811870575,64.22635438648447,96300,48150.0,2334.5181245803833
48300.0,322.0,300.0,274.0033196210861,63.922593734150055,96600,48300.0,2339.2113013267517
48450.0,323.0,300.0,357.58512687683105,57.822348174491175,96900,48450.0,2344.3996074199677
48600.0,324.0,300.0,255.0142593383789,62.26656123718876,97200,48600.0,2349.217603445053
48750.0,325.0,300.0,282.2124559879303,61.18481034521156,97500,48750.0,2354.1207818984985
48900.0,326.0,300.0,267.1981326341629,63.003505198463934,97800,48900.0,2358.882422208786
49050.0,327.0,300.0,261.8948475122452,63.0907060968872,98100,49050.0,2363.637481212616
49200.0,328.0,300.0,314.09634590148926,62.758949185494565,98400,49200.0,2368.417676925659
49350.0,329.0,300.0,262.8433828353882,64.08922904799044,98700,49350.0,2373.0986511707306
49500.0,330.0,300.0,276.3458174467087,60.43516214656554,99000,49500.0,2378.0626492500305
49650.0,331.0,300.0,285.8867381811142,62.720984226382114,99300,49650.0,2382.845738172531
49800.0,332.0,300.0,334.03296065330505,60.91723906985895,99600,49800.0,2387.7704532146454
49950.0,333.0,300.0,272.68479776382446,64.76073307418565,99900,49950.0,2392.4028902053833
